KATALOGVERSION_ID	MDC_CODE	BASISDRG_NAME	BASISDRG_CODE
2005	5	Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems	F48
2005	5	Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt	F49
2005	5	Ablative Maßnahmen bei Tachyarrhythmie mit komplexem Mappingverfahren	F50
2005	5	Andere kardiothorakale Eingriffe ohne Herz­Lungen­Maschine, ohne komplizierende Prozeduren, Alter > 9 Jahre, ohne äußerst schwere CC	F51
2005	5	Perkutane Koronarangioplastie mit komplexer Diagnose	F52
2005	5	Amputation bei Kreislauferkrankungen an oberer Extremität und Zehen ohne äußerst schwere CC	F53
2005	5	Gefäßeingriffe außer große rekonstruktive Eingriffe, ohne Herz-Lungen-Maschine, ohne komplizierende Prozeduren, ohne Revision, ohne komplexe Diagnose, Alter > 2 Jahre	F54
2005	5	Andere perkutan­transluminale Intervention an Herz, Aorta und Lungengefäßen ohne äußerst schwere CC	F55
2005	5	Perkutane Koronarangioplastie mit hochkomplexer Intervention	F56
2005	5	Perkutane Koronarangioplastie mit komplexer Intervention	F57
2005	5	Andere perkutane Koronarangioplastie	F58
2005	5	Mäßig komplexe Gefäßeingriffe ohne Herz-Lungen-Maschine	F59
2005	5	Akuter Myokardinfarkt ohne invasive kardiologische Diagnostik	F60
2005	5	Infektiöse Endokarditis	F61
2005	5	Herzinsuffizienz und Schock	F62
2005	5	Venenthrombose	F63
2005	5	Periphere Gefäßkrankheiten	F65
2005	5	Koronararteriosklerose	F66
2005	5	Hypertonie	F67
2005	5	Angeborene Herzkrankheit	F68
2005	5	Herzklappenerkrankungen	F69
2005	5	Schwere Arrhythmie und Herzstillstand	F70
2005	5	Nicht schwere kardiale Arrhythmie und Erregungsleitungsstörungen	F71
2005	5	Instabile Angina pectoris	F72
2005	5	Synkope und Kollaps, Alter	F73
2005	5	Thoraxschmerz	F74
2005	5	Andere Krankheiten des Kreislaufsystems	F75
2005	6	Eviszeration des kleinen Beckens	G01
2005	6	Eingriffe an Dünn- und Dickdarm mit komplexem Eingriff oder komplizierender Diagnose	G02
2005	6	Große Eingriffe an Magen, Ösophagus und Duodenum	G03
2005	6	Adhäsiolyse am Peritoneum, Alter < 4 Jahre oder äußerst schwere oder schwere CC	G04
2005	6	Kleine Eingriffe an Dünn­ und Dickdarm mit äußerst schweren CC	G05
2005	6	Appendektomie bei Peritonitis mit äußerst schweren oder schweren CC oder kleine Eingriffe an Dünn­ und Dickdarm ohne äußerst schwere CC	G07
2005	6	Komplexe Rekonstruktion der Bauchwand	G08
2005	6	Beidseitige Eingriffe bei Leisten­ und Schenkelhernien, Alter > 55 Jahre	G09
2005	6	Pyloromyotomie oder Anoproktoplastik und Rekonstruktion von Anus und Sphinkter	G11
2005	6	Andere OR-Prozeduren an den Verdauungsorganen	G12
2005	6	Andere Eingriffe an Darm oder Enterostoma mit äußerst schweren CC	G13
2005	6	Geriatrische frührehabilitative Komplexbehandlung mit bestimmter OR-Prozedur bei Krankheiten und Störungen der Verdauungsorgane	G14
2005	6	Strahlentherapie mit großem abdominellen Eingriff	G15
2005	6	Komplexe Rektumresektion	G16
2005	6	Andere Rektumresektion	G17
2005	6	Eingriffe an Dünn- und Dickdarm	G18
2005	6	Andere Eingriffe an Magen, Ösophagus und Duodenum bei bösartiger Neubildung	G19
2005	6	Andere Eingriffe an Magen, Ösophagus und Duodenum außer bei bösartiger Neubildung	G20
2005	6	Adhäsiolyse am Peritoneum, Alter > 3 Jahre, ohne äußerst schwere oder schwere CC oder andere Eingriffe an Darm oder Enterostoma ohne äußerst schwere CC	G21
2005	6	Appendektomie bei Peritonitis ohne äußerst schwere oder schwere CC oder außer bei Peritonitis mit äußerst schweren oder schweren CC	G22
2005	6	Appendektomie außer bei Peritonitis ohne äußerst schwere oder schwere CC	G23
2005	6	Eingriffe bei Bauchwandhernien, Nabelhernien und anderen Hernien, Alter > 0 Jahre oder beidseitige Eingriffe bei Leisten- und Schenkelhernien, Alter > 0 Jahre und < 56 Jahre oder Eingriffe bei Leisten- und Schenkelhernien, Alter > 55 Jahre	G24
2005	6	Eingriffe bei Leisten­ und Schenkelhernien, Alter > 0 Jahre oder Eingriffe bei Hernien, Alter < 1 Jahr	G25
2005	6	Andere Eingriffe am Anus	G26
2005	6	Strahlentherapie bei Krankheiten und Störungen der Verdauungsorgane, mehr als ein Belegungstag, mit äußerst schweren CC, mehr als 8 Bestrahlungen	G27
2005	6	Strahlentherapie bei Krankheiten und Störungen der Verdauungsorgane, mehr als ein Belegungstag, ohne äußerst schwere CC, mehr als 8 Bestrahlungen	G28
2005	6	Andere Strahlentherapie bei Krankheiten und Störungen der Verdauungsorgane, mehr als ein Belegungstag, mit äußerst schweren CC	G29
2005	6	Andere Strahlentherapie bei Krankheiten und Störungen der Verdauungsorgane, mehr als ein Belegungstag, ohne äußerst schwere CC	G30
2005	6	Komplexe therapeutische Gastroskopie bei schweren Krankheiten der Verdauungsorgane	G46
2005	6	Andere Gastroskopie bei schweren Krankheiten der Verdauungsorgane, mehr als 2 Belegungstage, ohne äußerst schwere oder schwere CC	G47
2005	6	Koloskopie, mehr als 2 Belegungstage, mit äußerst schweren oder schweren CC oder komplizierendem Eingriff	G48
2005	6	Koloskopie und Gastroskopie, weniger als 3 Belegungstage	G49
2005	6	Gastroskopie bei nicht schweren Krankheiten der Verdauungsorgane, mehr als 2 Belegungstage, mit äußerst schweren oder schweren CC	G50
2005	6	Frührehabilitation bei Krankheiten und Störungen der Verdauungsorgane	G51
2005	6	Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen der Verdauungsorgane	G52
2005	6	Koloskopie, mehr als 2 Belegungstage, ohne äußerst schwere oder schwere CC, ohne komplizierenden Eingriff	G54
2005	6	Gastroskopie bei nicht schweren Krankheiten der Verdauungsorgane, mehr als 2 Belegungstage, ohne äußerst schwere oder schwere CC	G55
2005	6	Bösartige Neubildung der Verdauungsorgane	G60
2005	6	Entzündliche Darmerkrankung, Alter	G64
2005	6	Obstruktion des Verdauungstraktes	G65
2005	6	Abdominalschmerz oder mesenteriale Lymphadenitis, Alter	G66
2005	6	Ösophagitis, Gastroenteritis und verschiedene Erkrankungen der Verdauungsorgane	G67
2005	6	Andere schwere Erkrankungen der Verdauungsorgane	G70
2005	6	Andere mäßig schwere Erkrankungen der Verdauungsorgane	G71
2005	6	Andere leichte bis moderate Erkrankungen der Verdauungsorgane	G72
2005	6	Gastrointestinale Blutung und Ulkuserkrankung	G73
2005	7	Eingriffe an Pankreas und Leber und portosystemische Shunt-Operationen mit großem Eingriff oder Strahlentherapie	H01
2005	7	Komplexe Eingriffe an Gallenblase und Gallenwegen	H02
2005	7	Laparotomie	H05
2005	7	Andere OR-Prozeduren an hepatobiliärem System und Pankreas	H06
2005	7	Cholezystektomie mit sehr komplexer Diagnose	H07
2005	7	Laparoskopische Cholezystektomie mit sehr komplexer Diagnose	H08
2005	7	Eingriffe an Pankreas und Leber und portosystemische Shunt-Operationen bei bösartiger Neubildung	H09
2005	7	Eingriffe an Pankreas und Leber und portosystemische Shunt-Operationen außer bei bösartiger Neubildung, ohne großen Eingriff, ohne Strahlentherapie	H10
2005	7	Mäßig komplexe Eingriffe an Gallenblase und Gallenwegen	H11
2005	7	Verschiedene Eingriffe am hepatobiliären System	H12
2005	7	Cholezystektomie	H13
2005	7	Laparoskopische Cholezystektomie	H14
2005	7	Strahlentherapie bei Krankheiten und Störungen an hepatobiliärem System und Pankreas, mehr als ein Belegungstag, mehr als 9 Bestrahlungen	H15
2005	7	Andere Strahlentherapie bei Krankheiten und Störungen an hepatobiliärem System und Pankreas, mehr als ein Belegungstag	H16
2005	7	Endoskopische Eingriffe bei Ösophagusvarizenblutung	H40
2005	7	Komplexe therapeutische ERCP	H41
2005	7	Leberzirrhose und alkoholische Hepatitis	H60
2005	7	Bösartige Neubildung an hepatobiliärem System und Pankreas	H61
2005	7	Erkrankungen des Pankreas außer bösartige Neubildung	H62
2005	7	Erkrankungen der Leber außer bösartige Neubildung, Leberzirrhose und alkoholischer Hepatitis	H63
2005	7	Erkrankungen von Gallenblase und Gallenwegen	H64
2005	8	Beidseitige Eingriffe oder mehrere große Eingriffe an Gelenken der unteren Extremität mit komplexer Diagnose	I01
2005	8	Gewebetransplantation mit mikrovaskulären Anastomosen oder Hauttransplantation, außer an der Hand, mit äußerst schweren CC	I02
2005	8	Revision oder Ersatz des Hüftgelenkes mit komplizierender Diagnose oder Arthrodese	I03
2005	8	Revision oder Ersatz des Kniegelenkes mit komplizierender Diagnose oder Arthrodese	I04
2005	8	Anderer großer Gelenkersatz oder Revision oder Ersatz des Hüftgelenkes ohne komplizierende Diagnose, ohne Arthrodese, ohne komplexen Eingriff, mit äußerst schweren CC	I05
2005	8	Komplexe Wirbelkörperfusion mit äußerst schweren CC oder komplexem Eingriff an der Wirbelsäule	I06
2005	8	Amputation mit äußerst schweren CC	I07
2005	8	Andere Eingriffe an Hüftgelenk und Femur mit äußerst schweren CC	I08
2005	8	Wirbelkörperfusion mit äußerst schweren oder schweren CC	I09
2005	8	Andere Eingriffe an der Wirbelsäule mit äußerst schweren CC	I10
2005	8	Eingriffe zur Verlängerung einer Extremität	I11
2005	8	Knochen­ und Gelenkinfektion / ­entzündung mit verschiedenen Eingriffen am Muskel­Skelett­System und Bindegewebe, mit äußerst schweren CC	I12
2005	8	Komplexe Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk	I13
2005	8	Revision eines Amputationsstumpfes	I14
2005	8	Operationen am Hirn­ und Gesichtsschädel	I15
2005	8	Andere Eingriffe am Schultergelenk	I16
2005	8	Operationen am Gesichtsschädel	I17
2005	8	Wenig komplexe Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm	I18
2005	8	Komplexe Wirbelkörperfusion ohne äußerst schwere CC	I19
2005	8	Eingriffe am Fuß	I20
2005	8	Lokale Exzision und Entfernung von Osteosynthesematerial an Hüftgelenk und Femur oder komplexe Eingriffe an Ellenbogengelenk und Unterarm	I21
2005	8	Gewebetransplantation mit mikrovaskulären Anastomosen oder Hauttransplantation, außer an der Hand, mit schweren CC oder mit CC	I22
2005	8	Lokale Exzision und Entfernung von Osteosynthesematerial außer an Hüftgelenk und Femur	I23
2005	8	Arthroskopie einschließlich Biopsie oder andere Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm	I24
2005	8	Diagnostische Eingriffe an Knochen und Gelenken einschließlich Biopsie	I25
2005	8	Andere Eingriffe an Handgelenk und Hand	I26
2005	8	Eingriffe am Weichteilgewebe mit äußerst schweren oder schweren CC	I27
2005	8	Andere Eingriffe am Bindegewebe	I28
2005	8	Komplexe Eingriffe am Schultergelenk	I29
2005	8	Komplexe Eingriffe am Kniegelenk	I30
2005	8	Mehrere komplexe Eingriffe an Ellenbogengelenk und Unterarm	I31
2005	8	Komplexe Eingriffe an Handgelenk und Hand	I32
2005	8	Rekonstruktion von Extremitätenfehlbildungen	I33
2005	8	Geriatrische frührehabilitative Komplexbehandlung mit bestimmter OR-Prozedur bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe	I34
2005	8	Beidseitige Eingriffe oder mehrere große Eingriffe an Gelenken der unteren Extremität mit komplexem Eingriff	I35
2005	8	Beidseitige Implantation einer Endoprothese an Hüft- oder Kniegelenk	I36
2005	8	Beidseitige Eingriffe oder mehrere große Eingriffe an Gelenken der unteren Extremität ohne komplexe Diagnose, ohne komplexen Eingriff	I37
2005	8	Amputation ohne äußerst schwere CC	I38
2005	8	Strahlentherapie bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe, mehr als 8 Bestrahlungen	I39
2005	8	Frührehabilitation bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe	I40
2005	8	Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe	I41
2005	8	Multimodale Schmerztherapie bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe	I42
2005	8	Prothesenwechsel oder Implantation einer Scharnier- / Sonderprothese am Kniegelenk	I43
2005	8	Implantation einer bikondylären Endoprothese oder andere Endoprothesen-Implantation / -Revision am Kniegelenk	I44
2005	8	Implantation und Ersatz einer Bandscheibenendoprothese oder verschiedene Endoprothesen-Eingriffe am Kniegelenk	I45
2005	8	Prothesenwechsel am Hüftgelenk	I46
2005	8	Revision oder Ersatz des Hüftgelenkes ohne komplizierende Diagnose, ohne Arthrodese, mit komplexem Eingriff	I47
2005	8	Revision oder Ersatz des Hüftgelenkes ohne komplizierende Diagnose, ohne Arthrodese, ohne komplexen Eingriff, ohne äußerst schwere CC	I48
2005	8	Wirbelkörperfusion ohne äußerst schwere oder schwere CC	I49
2005	8	Gewebetransplantation mit mikrovaskulärer Anastomosierung oder Hauttransplantation, außer an der Hand, ohne CC	I50
2005	8	Andere Eingriffe an Hüftgelenk und Femur ohne äußerst schwere CC	I51
2005	8	Knochen­ und Gelenkinfektion / ­entzündung mit verschiedenen Eingriffen am Muskel­Skelett­System und Bindegewebe mit schweren CC	I52
2005	8	Andere Eingriffe an der Wirbelsäule ohne äußerst schwere CC, mit komplexem Eingriff	I53
2005	8	Strahlentherapie bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe, weniger als 9 Bestrahlungen	I54
2005	8	Knochen­ und Gelenkinfektion / ­entzündung mit verschiedenen Eingriffen am Muskel­Skelett­System und Bindegewebe ohne äußerst schwere oder schwere CC	I55
2005	8	Andere Eingriffe an der Wirbelsäule ohne äußerst schwere CC, ohne komplexen Eingriff	I56
2005	8	Mäßig komplexe Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk	I57
2005	8	Eingriffe am Weichteilgewebe ohne äußerst schwere oder schwere CC	I58
2005	8	Andere Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk oder mäßig komplexe Eingriffe an Kniegelenk, Ellenbogengelenk und Unterarm	I59
2005	8	Frakturen am Femurschaft	I60
2005	8	Andere Frakturen am Femur	I61
2005	8	Frakturen an Becken und Schenkelhals	I62
2005	8	Osteomyelitis, Alter	I64
2005	8	Bösartige Neubildung des Bindegewebes	I65
2005	8	Andere Erkrankungen des Bindegewebes	I66
2005	8	Nicht operativ behandelte Erkrankungen und Verletzungen im Wirbelsäulenbereich	I68
2005	8	Knochenkrankheiten und spezifische Arthropathien	I69
2005	8	Muskel­ und Sehnenerkrankungen oder Verstauchung, Zerrung und Luxation an Hüftgelenk, Becken und Oberschenkel	I71
2005	8	Entzündung von Sehnen, Muskeln und Schleimbeuteln	I72
2005	8	Verletzungen an Unterarm, Handgelenk, Hand oder Fu	I74
2005	8	Schwere Verletzungen von Schulter, Arm, Ellbogen, Knie, Bein und Sprunggelenk	I75
2005	8	Andere Erkrankungen des Bindegewebes	I76
2005	8	Mäßig schwere Verletzungen von Schulter, Arm, Ellbogen, Knie, Bein und Sprunggelenk	I77
2005	8	Leichte bis moderate Verletzungen von Schulter, Arm, Ellbogen, Knie, Bein und Sprunggelenk	I78
2005	8	Fibromyalgie	I79
2005	9	Gewebetransplantation mit mikrovaskulärer Anastomosierung bei Erkrankungen der Haut, Unterhaut und Mamma	J01
2005	9	Hauttransplantation oder Lappenplastik an der unteren Extremität bei Ulkus oder Infektion oder Entzündung mit äußerst schweren CC	J02
2005	9	Eingriffe an der Haut der unteren Extremität bei Ulkus oder Infektion / Entzündung mit äußerst schweren CC	J03
2005	9	Eingriffe an der Haut der unteren Extremität außer bei Ulkus oder Infektion / Entzündung, Alter > 69 Jahre oder CC	J04
2005	9	Mastektomie mit Prothesenimplantation und plastischer Operation bei bösartiger Neubildung	J06
2005	9	Axilläre Lymphknotenexzision und kleine Eingriffe an der Mamma mit äußerst schweren oder schweren CC bei bösartiger Neubildung	J07
2005	9	Andere Hauttransplantation oder Debridement mit komplexer Diagnose, zusätzlichem Eingriff an Kopf und Hals oder äußerst schweren CC	J08
2005	9	Eingriffe bei Sinus pilonidalis und perianal	J09
2005	9	Plastische Operationen an Haut, Unterhaut und Mamma außer bei bösartiger Neubildung	J10
2005	9	Andere Eingriffe an Haut, Unterhaut und Mamma	J11
2005	9	Plastische Operationen an Haut, Unterhaut und Mamma bei bösartiger Neubildung	J12
2005	9	Kleine Eingriffe an der Mamma außer bei bösartiger Neubildung	J13
2005	9	Plastische Rekonstruktion der Mamma bei bösartiger Neubildung	J14
2005	9	Große Eingriffe an der Mamma außer bei bösartiger Neubildung	J15
2005	9	Beidseitige Mastektomie bei bösartiger Neubildung oder Strahlentherapie mit operativer Prozedur bei Krankheiten und Störungen an Haut, Unterhaut und Mamma	J16
2005	9	Strahlentherapie bei Krankheiten und Störungen an Haut, Unterhaut und Mamma, mehr als ein Belegungstag, mehr als 9 Bestrahlungen	J17
2005	9	Andere Strahlentherapie bei Krankheiten und Störungen an Haut, Unterhaut und Mamma, mehr als ein Belegungstag	J18
2005	9	Hauttransplantation oder Lappenplastik an der unteren Extremität bei Ulkus oder Infektion / Entzündung ohne äußerst schwere CC	J19
2005	9	Eingriffe an der Haut der unteren Extremität bei Ulkus oder Infektion / Entzündung ohne äußerst schwere CC	J20
2005	9	Andere Hauttransplantation oder Debridement mit Lymphknotenexzision oder schweren CC	J21
2005	9	Andere Hauttransplantation oder Debridement ohne komplexen Eingriff, ohne komplexe Diagnose, ohne äußerst schwere oder schwere CC	J22
2005	9	Große Eingriffe an der Mamma bei bösartiger Neubildung	J23
2005	9	Eingriffe an der Haut der unteren Extremität außer bei Ulkus oder Infektion / Entzündung, Alter < 70 Jahre ohne CC	J24
2005	9	Kleine Eingriffe an der Mamma bei bösartiger Neubildung ohne äußerst schwere oder schwere CC	J25
2005	9	Hautulkus	J60
2005	9	Schwere Erkrankungen der Haut	J61
2005	9	Bösartige Neubildungen der Mamma	J62
2005	9	Infektion oder Entzündung der Haut und Unterhaut	J64
2005	9	Verletzung der Haut, Unterhaut und Mamma, Alter	J65
2005	9	Mäßig schwere Hauterkrankungen	J66
2005	9	Leichte bis moderate Hauterkrankungen	J67
2005	9	Erkrankungen der Haut, ein Belegungstag	J68
2005	10	Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen	K01
2005	10	Eingriffe an der Nebenniere bei bösartiger Neubildung oder Eingriffe an der Hypophyse	K03
2005	10	Große Eingriffe bei Adipositas	K04
2005	10	Andere Eingriffe bei Adipositas	K07
2005	10	Andere Prozeduren bei endokrinen, Ernährungs- und Stoffwechselstörungen, Alter	K09
2005	10	Eingriffe an Schilddrüse, Nebenschilddrüse und Ductus thyreoglossus bei bösartiger Neubildung	K10
2005	10	Eingriffe an Schilddrüse, Nebenschilddrüse und Ductus thyreoglossus, außer bei bösartiger Neubildung, mit zusätzlicher Parathyreoidektomie oder äußerst schweren oder schweren CC	K11
2005	10	Eingriffe an Schilddrüse, Nebenschilddrüse und Ductus thyreoglossus außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC	K12
2005	10	Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, ohne Frührehabilitation, ohne geriatrische frührehabilitative Komplexbehandlung, ohne Gefäßeingriff, ohne äußerst schwere CC	K13
2005	10	Eingriffe an der Nebenniere außer bei bösartiger Neubildung	K14
2005	10	Strahlentherapie bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, mehr als ein Belegungstag	K15
2005	10	Endoskopische oder diagnostische Eingriffe bei Stoffwechselerkrankungen ohne CC	K40
2005	10	Frührehabilitation bei endokrinen, Ernährungs- und Stoffwechselkrankheiten	K43
2005	10	Geriatrische frührehabilitative Komplexbehandlung bei endokrinen, Ernährungs- und Stoffwechselkrankheiten	K44
2005	10	Diabetes mellitus	K60
2005	10	Verschiedene Stoffwechselerkrankungen	K62
2005	10	Angeborene Stoffwechselstörungen	K63
2005	10	Endokrinopathien	K64
2005	11	Operatives Einbringen eines Peritonealdialysekatheters	L02
2005	11	Nieren-, Ureter- und große Harnblaseneingriffe bei Neubildung, Alter < 19 Jahre oder äußerst schwere CC oder außer bei Neubildung, mit äußerst schweren CC	L03
2005	11	Nieren-, Ureter- und große Harnblaseneingriffe außer bei Neubildung, ohne äußerst schwere CC	L04
2005	11	Transurethrale Prostataresektion mit äußerst schweren CC	L05
2005	11	Kleine Eingriffe an der Harnblase mit äußerst schweren CC	L06
2005	11	Komplexe Eingriffe an der Urethra	L08
2005	11	Andere Eingriffe bei Erkrankungen der Harnorgane, Alter	L09
2005	11	Blasenrekonstruktion und kontinenter Pouch bei Neubildung	L10
2005	11	Komplexe transurethrale, perkutan-transrenale und andere retroperitoneale Eingriffe mit extrakorporaler Stoßwellenlithotripsie (ESWL)	L11
2005	11	Strahlentherapie bei Krankheiten und Störungen der Harnorgane, mehr als ein Belegungstag	L12
2005	11	Nieren­, Ureter­ und große Harnblaseneingriffe bei Neubildung, mit CC	L13
2005	11	Nieren­, Ureter­ und große Harnblaseneingriffe bei Neubildung, ohne CC	L14
2005	11	Transurethrale Prostataresektion ohne äußerst schwere CC	L15
2005	11	Kleine Eingriffe an der Harnblase ohne äußerst schwere CC	L16
2005	11	Andere Eingriffe an der Urethra	L17
2005	11	Komplexe transurethrale, perkutan-transrenale und andere retroperitoneale Eingriffe ohne extrakorporale Stoßwellenlithotripsie (ESWL)	L18
2005	11	Transurethrale Eingriffe außer Prostataresektion und komplexe Ureterorenoskopien mit extrakorporaler Stoßwellenlithotripsie (ESWL)	L19
2005	11	Transurethrale Eingriffe außer Prostataresektion und komplexe Ureterorenoskopien ohne extrakorporale Stoßwellenlithotripsie (ESWL)	L20
2005	11	Diagnostische Ureterorenoskopie	L40
2005	11	Urethrozystoskopie ohne CC	L41
2005	11	Extrakorporale Stoßwellenlithotripsie (ESWL) bei Harnsteinen mit auxiliären Maßnahmen	L42
2005	11	Extrakorporale Stoßwellenlithotripsie (ESWL) bei Harnsteinen ohne auxiliäre Maßnahmen	L43
2005	11	Niereninsuffizienz	L60
2005	11	Stationäre Aufnahme zur Dialyse	L61
2005	11	Neubildungen der Harnorgane	L62
2005	11	Infektionen der Harnorgane	L63
2005	11	Harnsteine und Harnwegsobstruktion, Alter	L64
2005	11	Andere leichte bis moderate Erkrankungen der Harnorgane, mehr als ein Belegungstag oder Beschwerden und Symptome der Harnorgane	L65
2005	11	Urethrastriktur	L66
2005	11	Andere mäßig schwere Erkrankungen der Harnorgane	L68
2005	11	Andere schwere Erkrankungen der Harnorgane	L69
2005	11	Krankheiten und Störungen der Harnorgane, ein Belegungstag	L70
2005	11	Niereninsuffizienz, ein Belegungstag	L71
2005	12	Große Eingriffe an den Beckenorganen beim Mann	M01
2005	12	Transurethrale Prostataresektion	M02
2005	12	Eingriffe am Penis	M03
2005	12	Eingriffe am Hoden mit äußerst schweren CC	M04
2005	12	Zirkumzision	M05
2005	12	Andere OR­Prozeduren an den männlichen Geschlechtsorganen	M06
2005	12	Brachytherapie bei Krankheiten und Störungen der männlichen Geschlechtsorgane, Implantation von > 10 Seeds	M07
2005	12	OR-Prozeduren an den männlichen Geschlechtsorganen bei bösartiger Neubildung mit äußerst schweren CC	M09
2005	12	Strahlentherapie bei Krankheiten und Störungen der männlichen Geschlechtsorgane, mehr als ein Belegungstag	M10
2005	12	OR-Prozeduren an den männlichen Geschlechtsorganen bei bösartiger Neubildung ohne äußerst schwere CC	M11
2005	12	Eingriffe am Hoden	M12
2005	12	Urethrozystoskopie ohne CC	M40
2005	12	Bösartige Neubildungen der männlichen Geschlechtsorgane	M60
2005	12	Benigne Prostatahyperplasie	M61
2005	12	Infektion / Entzündung der männlichen Geschlechtsorgane	M62
2005	12	Sterilisation beim Mann	M63
2005	12	Andere Krankheiten der männlichen Geschlechtsorgane	M64
2005	13	Beckeneviszeration bei der Frau und radikale Vulvektomie mit äußerst schweren oder schweren CC	N01
2005	13	Eingriffe an Uterus und Adnexen bei bösartiger Neubildung der Ovarien und Adnexen, mit äußerst schweren CC	N02
2005	13	Eingriffe an Uterus und Adnexen bei bösartiger Neubildung anderer Organe, mit äußerst schweren CC	N03
2005	13	Hysterektomie außer bei bösartiger Neubildung, mit äußerst schweren oder schweren CC oder komplexem Eingriff	N04
2005	13	Ovariektomien und komplexe Eingriffe an den Tubae uterinae außer bei bösartiger Neubildung, mit äußerst schweren oder schweren CC	N05
2005	13	Komplexe rekonstruktive Eingriffe an den weiblichen Geschlechtsorganen	N06
2005	13	Andere Eingriffe an Uterus und Adnexen außer bei bösartiger Neubildung, mit komplexer Diagnose	N07
2005	13	Endoskopische Eingriffe an den weiblichen Geschlechtsorganen	N08
2005	13	Andere Eingriffe an Vagina, Zervix und Vulva oder Brachytherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane ohne äußerst schwere CC	N09
2005	13	Diagnostische Kürettage, Hysteroskopie, Sterilisation, Pertubation	N10
2005	13	Andere OR­Prozeduren an den weiblichen Geschlechtsorganen	N11
2005	13	Große Eingriffe an Vagina, Zervix und Vulva, Alter > 80 Jahre oder äußerst schwere oder schwere CC	N13
2005	13	Hysterektomie mit Beckenbodenplastik außer bei bösartiger Neubildung oder Brachytherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, mehr als ein Belegungstag, mit äußerst schweren CC	N14
2005	13	Strahlentherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, mehr als ein Belegungstag, mehr als 9 Bestrahlungen	N15
2005	13	Strahlentherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, weniger als 10 Bestrahlungen, mehr als ein Belegungstag	N16
2005	13	Beckeneviszeration bei der Frau und radikale Vulvektomie ohne äußerst schwere oder schwere CC	N17
2005	13	Eingriffe an Uterus und Adnexen bei bösartiger Neubildung der Ovarien und Adnexen, mit CC	N18
2005	13	Eingriffe an Uterus und Adnexen bei bösartiger Neubildung der Ovarien und Adnexen, ohne CC	N19
2005	13	Eingriffe an Uterus und Adnexen bei bösartiger Neubildung anderer Organe, ohne äußerst schwere CC	N20
2005	13	Hysterektomie außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC, ohne komplexen Eingriff	N21
2005	13	Ovariektomien und komplexe Eingriffe an den Tubae uterinae außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC	N22
2005	13	Andere rekonstruktive Eingriffe an den weiblichen Geschlechtsorganen	N23
2005	13	Große Eingriffe an Vagina, Zervix und Vulva, Alter < 81 Jahre, ohne äußerst schwere oder schwere CC	N24
2005	13	Andere Eingriffe an Uterus und Adnexen außer bei bösartiger Neubildung, ohne komplexe Diagnose	N25
2005	13	Bösartige Neubildung der weiblichen Geschlechtsorgane	N60
2005	13	Infektion und Entzündung der weiblichen Geschlechtsorgane	N61
2005	13	Menstruationsstörungen und andere Erkrankungen der weiblichen Geschlechtsorgane	N62
2005	14	Sectio caesarea	O01
2005	14	Vaginale Entbindung mit komplizierender OR­Prozedur	O02
2005	14	Extrauteringravidität	O03
2005	14	Stationäre Aufnahme nach Entbindung oder Abort mit OR-Prozedur	O04
2005	14	Bestimmte OR-Prozeduren in der Schwangerschaft	O05
2005	14	Abort mit Dilatation und Kürettage, Aspirationskürettage oder Hysterotomie	O40
2005	14	Vaginale Entbindung	O60
2005	14	Stationäre Aufnahme nach Entbindung oder Abort ohne OR-Prozedur	O61
2005	14	Drohender Abort	O62
2005	14	Abort ohne Dilatation und Kürettage, Aspirationskürettage oder Hysterotomie	O63
2005	14	Frustrane Wehen	O64
2005	14	Andere vorgeburtliche stationäre Aufnahme	O65
2005	15	Neugeborenes, verstorben < 5 Tage nach Aufnahme mit signifikanter OR-Prozedur	P01
2005	15	Kardiothorakale oder Gefäßeingriffe bei Neugeborenen	P02
2005	15	Neugeborenes, Aufnahmegewicht 1000 - 1499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden	P03
