KATALOGVERSION_ID	MDC_CODE	BASISDRG_CODE	DRG_ID	DRG_NAME	DRG_CODE	DRG_PARTITION
2003	15	P06	2003_P06A	Neugeborenes, Aufnahmegewicht > 2499 g mit signifikanter OR-Prozedur oder Langzeitbeatmung, mit mehreren schweren Problemen	P06A	O
2003	15	P06	2003_P06B	Neugeborenes, Aufnahmegewicht > 2499 g mit signifikanter OR-Prozedur oder Langzeitbeatmung, ohne mehrere schwere Probleme	P06B	O
2003	15	P60	2003_P60A	Neugeborenes, verstorben oder verlegt < 5 Tage nach Aufnahme ohne signifikante OR-Prozedur, stationäre Aufnahme direkt nach der Geburt	P60A	M
2003	15	P60	2003_P60B	Neugeborenes, verstorben oder verlegt < 5 Tage nach Aufnahme ohne signifikante OR-Prozedur, 2. oder nachfolgende stationäre Aufnahme	P60B	M
2003	15	P61	2003_P61Z	Neugeborenes, Aufnahmegewicht < 750 g	P61Z	M
2003	15	P62	2003_P62Z	Neugeborenes, Aufnahmegewicht 750 - 999 g	P62Z	M
2003	15	P63	2003_P63Z	Neugeborenes, Aufnahmegewicht 1000 - 1249 g ohne signifikante OR-Prozedur	P63Z	M
2003	15	P64	2003_P64Z	Neugeborenes, Aufnahmegewicht 1250 - 1499 g ohne signifikante OR-Prozedur	P64Z	M
2003	15	P65	2003_P65A	Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, mit mehreren schweren Problemen	P65A	M
2003	15	P65	2003_P65B	Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, mit schwerem Problem	P65B	M
2003	15	P65	2003_P65C	Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, mit anderem Problem	P65C	M
2003	15	P65	2003_P65D	Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, ohne Problem	P65D	M
2003	15	P66	2003_P66A	Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, mit mehreren schweren Problemen	P66A	M
2003	15	P66	2003_P66B	Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, mit schwerem Problem	P66B	M
2003	15	P66	2003_P66C	Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, mit anderem Problem	P66C	M
2003	15	P66	2003_P66D	Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, ohne Problem	P66D	M
2003	15	P67	2003_P67A	Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur, mit mehreren schweren Problemen	P67A	M
2003	15	P67	2003_P67B	Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur, mit schwerem Problem	P67B	M
2003	15	P67	2003_P67C	Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur, mit anderem Problem	P67C	M
2003	22	Y62	2003_Y62A	Andere Verbrennungen, Alter > 64 Jahre oder mit äußerst schweren oder schweren CC oder mit komplizierender Diagnose/Prozedur	Y62A	M
2003	22	Y62	2003_Y62B	Andere Verbrennungen, Alter < 65 Jahre ohne äußerst schwere oder schwere CC, ohne komplizierende Diagnose/Prozedur	Y62B	M
2003	23	Z01	2003_Z01A	OR-Prozeduren bei anderen Zuständen, die zur Inanspruchnahme des Gesundheitswesens führen, mit äußerst schweren oder schweren CC	Z01A	O
2003	23	Z01	2003_Z01B	OR-Prozeduren bei anderen Zuständen, die zur Inanspruchnahme des Gesundheitswesens führen, ohne äußerst schwere oder schwere CC	Z01B	O
2003	23	Z40	2003_Z40Z	Nachbehandlung mit Endoskopie nach abgeschlossener Behandlung	Z40Z	A
2003	23	Z60	2003_Z60A	Rehabilitation mit äußerst schweren oder schweren CC	Z60A	M
2003	23	Z60	2003_Z60B	Rehabilitation ohne äußerst schwere oder schwere CC	Z60B	M
2003	23	Z60	2003_Z60C	Rehabilitation, ein Belegungstag	Z60C	M
2003	23	Z61	2003_Z61Z	Beschwerden und Symptome	Z61Z	M
2003	23	Z62	2003_Z62Z	Nachbehandlung ohne Endoskopie nach abgeschlossener Behandlung	Z62Z	M
2003	23	Z63	2003_Z63A	Andere Nachbehandlung mit äußerst schweren oder schweren CC	Z63A	M
2003	23	Z63	2003_Z63B	Andere Nachbehandlung ohne äußerst schwere oder schwere CC	Z63B	M
2003	23	Z64	2003_Z64A	Andere Faktoren, die den Gesundheitszustand beeinflussen, Alter > 79 Jahre	Z64A	M
2003	23	Z64	2003_Z64B	Andere Faktoren, die den Gesundheitszustand beeinflussen, Alter < 80 Jahre	Z64B	M
2003	23	Z65	2003_Z65Z	Multiple, andere und nicht näher bezeichnete angeborene Anomalien	Z65Z	M
2004	FE	901	2004_901Z	Ausgedehnte OR-Prozedur ohne Bezug zur Hauptdiagnose	901Z	O
2004	FE	902	2004_902Z	Nicht ausgedehnte OR-Prozedur ohne Bezug zur Hauptdiagnose	902Z	O
2004	FE	903	2004_903Z	OR-Prozedur an der Prostata ohne Bezug zur Hauptdiagnose	903Z	O
2004	FE	960	2004_960Z	Nicht gruppierbar	960Z	M
2004	FE	961	2004_961Z	Unzulässige Hauptdiagnose	961Z	M
2004	FE	962	2004_962Z	Unzulässige geburtshilfliche Diagnosekombination	962Z	M
2004	FE	963	2004_963Z	Neonatale Diagnose unvereinbar mit Alter oder Gewicht	963Z	M
2004	PR	A01	2004_A01A	Lebertransplantation mit Langzeitbeatmung	A01A	O
2004	PR	A01	2004_A01B	Lebertransplantation ohne Langzeitbeatmung, mit Transplantatabstoßung	A01B	O
2004	PR	A01	2004_A01C	Lebertransplantation ohne Langzeitbeatmung, ohne Transplantatabstoßung	A01C	O
2004	PR	A02	2004_A02A	Transplantation von Niere und Pankreas mit Transplantatabstoßung	A02A	O
2004	PR	A02	2004_A02B	Transplantation von Niere und Pankreas ohne Transplantatabstoßung	A02B	O
2004	PR	A03	2004_A03A	Lungentransplantation mit Langzeitbeatmung	A03A	O
2004	PR	A03	2004_A03B	Lungentransplantation ohne Langzeitbeatmung, bei zystischer Fibrose (Mukoviszidose)	A03B	O
2004	PR	A03	2004_A03C	Lungentransplantation ohne Langzeitbeatmung, außer bei zystischer Fibrose (Mukoviszidose)	A03C	O
2004	PR	A04	2004_A04A	Knochenmarktransplantation / Stammzelltransfusion, allogen, HLA-verschieden	A04A	O
2004	PR	A04	2004_A04B	Knochenmarktransplantation / Stammzelltransfusion, allogen, HLA-identisch, Alter < 19 Jahre oder äußerst schwere CC	A04B	O
2004	PR	A04	2004_A04C	Knochenmarktransplantation / Stammzelltransfusion, allogen, HLA-identisch, Alter > 18 Jahre ohne äußerst schwere CC	A04C	O
2004	PR	A05	2004_A05A	Herztransplantation mit Langzeitbeatmung	A05A	O
2004	PR	A05	2004_A05B	Herztransplantation ohne Langzeitbeatmung, Alter < 19 Jahre	A05B	O
2004	PR	A05	2004_A05C	Herztransplantation ohne Langzeitbeatmung, Alter > 18 Jahre	A05C	O
2004	PR	A06	2004_A06Z	Langzeitbeatmung > 1799 Stunden	A06Z	O
2004	PR	A07	2004_A07Z	Langzeitbeatmung > 1199 und < 1800 Stunden	A07Z	O
2004	PR	A08	2004_A08Z	Langzeitbeatmung > 959 und < 1200 Stunden	A08Z	O
2004	PR	A09	2004_A09Z	Langzeitbeatmung > 719 und < 960 Stunden	A09Z	O
2004	PR	A10	2004_A10Z	Langzeitbeatmung > 479 und < 720 Stunden	A10Z	O
2004	PR	A11	2004_A11A	Langzeitbeatmung > 263 und < 480 Stunden, Alter < 4 Jahre oder äußerst schwere CC	A11A	O
2004	PR	A11	2004_A11B	Langzeitbeatmung > 263 und < 480 Stunden, Alter > 3 Jahre ohne äußerst schwere CC	A11B	O
2004	PR	A12	2004_A12Z	Langzeitbeatmung > 143 und < 264 Stunden	A12Z	O
2004	PR	A13	2004_A13Z	Langzeitbeatmung > 95 und < 144 Stunden	A13Z	O
2004	PR	A14	2004_A14Z	Beatmung, Alter < 16 Jahre	A14Z	O
2004	PR	A15	2004_A15A	Knochenmarktransplantation / Stammzelltransfusion, autogen, mit in-vitro Aufbereitung, Alter < 19 Jahre	A15A	O
2004	PR	A15	2004_A15B	Knochenmarktransplantation / Stammzelltransfusion, autogen, mit in-vitro Aufbereitung, Alter > 18 Jahre	A15B	O
2004	PR	A15	2004_A15C	Knochenmarktransplantation / Stammzelltransfusion, autogen, ohne in-vitro Aufbereitung	A15C	O
2004	PR	A16	2004_A16A	Transplantation von Darm oder Pankreas(gewebe), Transplantation von Darm oder Pankreas (gesamtes Organ oder Segment)	A16A	O
2004	PR	A16	2004_A16B	Transplantation von Darm oder Pankreas(gewebe), Pankreasinseltransplantation	A16B	O
2004	PR	A17	2004_A17A	Nierentransplantation, Alter < 16 Jahre	A17A	O
2004	PR	A17	2004_A17B	Nierentransplantation, Alter > 15 Jahre	A17B	O
2004	PR	A42	2004_A42Z	Stammzellentnahme bei Eigenspender	A42Z	A
2004	PR	A43	2004_A43Z	Frührehabilitation bei Wachkoma und Locked-in-Syndrom	A43Z	A
2004	PR	A60	2004_A60A	Versagen und Abstoßung eines Organtransplantates mit äußerst schweren CC	A60A	M
2004	PR	A60	2004_A60B	Versagen und Abstoßung eines Organtransplantates ohne äußerst schwere CC	A60B	M
2004	PR	A60	2004_A60C	Versagen und Abstoßung eines Organtransplantates, ein Belegungstag	A60C	M
2004	PR	A61	2004_A61Z	Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen	A61Z	M
2003	15	P67	2003_P67D	Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur, ohne Problem	P67D	M
2003	16	Q01	2003_Q01Z	Splenektomie	Q01Z	O
2003	16	Q02	2003_Q02A	Andere OR-Prozeduren bei Krankheiten des Blutes und der blutbildenden Organe mit äußerst schweren oder schweren CC	Q02A	O
2003	16	Q02	2003_Q02B	Andere OR-Prozeduren bei Krankheiten des Blutes und der blutbildenden Organe ohne äußerst schwere oder schwere CC	Q02B	O
2003	16	Q60	2003_Q60A	Erkrankungen des retikuloendothelialen und Immunsystems mit äußerst schweren oder schweren CC	Q60A	M
2003	16	Q60	2003_Q60B	Erkrankungen des retikuloendothelialen und Immunsystems ohne äußerst schwere oder schwere CC	Q60B	M
2003	16	Q61	2003_Q61A	Erkrankungen der Erythrozyten mit äußerst schweren CC	Q61A	M
2003	16	Q61	2003_Q61B	Erkrankungen der Erythrozyten mit schweren CC	Q61B	M
2003	16	Q61	2003_Q61C	Erkrankungen der Erythrozyten ohne äußerst schwere oder schwere CC	Q61C	M
2003	16	Q62	2003_Q62A	Gerinnungsstörungen, Alter > 69 Jahre	Q62A	M
2003	16	Q62	2003_Q62B	Gerinnungsstörungen, Alter < 70 Jahre	Q62B	M
2003	17	R01	2003_R01A	Lymphom und Leukämie mit großen OR-Prozeduren mit äußerst schweren oder schweren CC	R01A	O
2003	17	R01	2003_R01B	Lymphom und Leukämie mit großen OR-Prozeduren ohne äußerst schwere oder schwere CC	R01B	O
2003	17	R02	2003_R02A	Andere hämatologische und solide Neubildungen mit großen OR-Prozeduren mit äußerst schweren oder schweren CC	R02A	O
2003	17	R02	2003_R02B	Andere hämatologische und solide Neubildungen mit großen OR-Prozeduren ohne äußerst schwere oder schwere CC	R02B	O
2003	17	R03	2003_R03A	Lymphom und Leukämie mit anderen OR-Prozeduren mit äußerst schweren oder schweren CC	R03A	O
2003	17	R03	2003_R03B	Lymphom und Leukämie mit anderen OR-Prozeduren ohne äußerst schwere oder schwere CC	R03B	O
2003	17	R04	2003_R04A	Andere hämatologische und solide Neubildungen mit anderen OR-Prozeduren mit äußerst schweren oder schweren CC	R04A	O
2003	17	R04	2003_R04B	Andere hämatologische und solide Neubildungen mit anderen OR-Prozeduren ohne äußerst schwere oder schwere CC	R04B	O
2003	17	R60	2003_R60A	Akute Leukämie mit äußerst schweren CC	R60A	M
2003	17	R60	2003_R60B	Akute Leukämie mit schweren CC	R60B	M
2003	17	R60	2003_R60C	Akute Leukämie ohne äußerst schwere oder schwere CC	R60C	M
2003	17	R61	2003_R61A	Lymphom und nichtakute Leukämie mit äußerst schweren CC	R61A	M
2003	17	R61	2003_R61B	Lymphom und nichtakute Leukämie ohne äußerst schwere CC	R61B	M
2003	17	R61	2003_R61C	Lymphom und nichtakute Leukämie, ein Belegungstag	R61C	M
2003	17	R62	2003_R62A	Andere hämatologische und solide Neubildungen mit CC	R62A	M
2003	17	R62	2003_R62B	Andere hämatologische und solide Neubildungen ohne CC	R62B	M
2003	17	R63	2003_R63Z	Stationäre Aufnahme zur Chemotherapie	R63Z	M
2003	17	R64	2003_R64Z	Stationäre Aufnahme zur Strahlentherapie	R64Z	M
2003	18	S60	2003_S60Z	HIV-Krankheit, ein Belegungstag	S60Z	M
2003	18	S61	2003_S61Z	Erkrankung des ZNS bei HIV-Krankheit	S61Z	M
2003	18	S62	2003_S62Z	Bösartige Neubildung bei HIV-Krankheit	S62Z	M
2003	18	S63	2003_S63A	Infektion bei HIV-Krankheit mit äußerst schweren CC	S63A	M
2003	18	S63	2003_S63B	Infektion bei HIV-Krankheit ohne äußerst schwere CC	S63B	M
2003	18	S64	2003_S64A	Andere HIV-Krankheit mit äußerst schweren CC	S64A	M
2003	18	S64	2003_S64B	Andere HIV-Krankheit ohne äußerst schwere CC	S64B	M
2003	18	T01	2003_T01A	OR-Prozedur bei infektiösen und parasitären Krankheiten mit äußerst schweren CC	T01A	O
2003	18	T01	2003_T01B	OR-Prozedur bei infektiösen und parasitären Krankheiten mit schweren oder mäßig schweren CC	T01B	O
2003	18	T01	2003_T01C	OR-Prozedur bei infektiösen und parasitären Krankheiten ohne CC	T01C	O
2003	18	T60	2003_T60A	Sepsis mit äußerst schweren oder schweren CC	T60A	M
2003	18	T60	2003_T60B	Sepsis ohne äußerst schwere oder schwere CC	T60B	M
2003	18	T61	2003_T61A	Postoperative und posttraumatische Infektionen mit äußerst schweren oder schweren CC oder Alter > 54 Jahre ohne äußerst schwere oder schwere CC	T61A	M
2003	18	T61	2003_T61B	Postoperative und posttraumatische Infektionen, Alter < 55 Jahre ohne äußerst schwere oder schwere CC	T61B	M
2003	18	T62	2003_T62A	Fieber unbekannter Ursache mit CC	T62A	M
2003	18	T62	2003_T62B	Fieber unbekannter Ursache ohne CC	T62B	M
2003	18	T63	2003_T63A	Virale Erkrankung, Alter > 59 Jahre	T63A	M
2003	18	T63	2003_T63B	Virale Erkrankung, Alter < 60 Jahre	T63B	M
2003	18	T64	2003_T64A	Andere infektiöse und parasitäre Krankheiten mit äußerst schweren oder schweren CC	T64A	M
2003	18	T64	2003_T64B	Andere infektiöse und parasitäre Krankheiten ohne äußerst schwere oder schwere CC	T64B	M
2003	19	U40	2003_U40Z	Psychiatrische Behandlung, ein Belegungstag, mit Elektrokrampftherapie (EKT)	U40Z	A
2003	19	U60	2003_U60Z	Psychiatrische Behandlung, ein Belegungstag, ohne Elektrokrampftherapie (EKT)	U60Z	M
2003	19	U61	2003_U61A	Schizophrene Störungen mit Status der psychiatrischen Zwangseinweisung	U61A	M
2003	19	U61	2003_U61B	Schizophrene Störungen ohne Status der psychiatrischen Zwangseinweisung	U61B	M
2003	19	U62	2003_U62A	Wahnhafte und akut psychotische Störungen mit äußerst schweren oder schweren CC oder mit Status der psychiatrischen Zwangseinweisung	U62A	M
2003	19	U62	2003_U62B	Wahnhafte und akut psychotische Störungen ohne äußerst schwere oder schwere CC ohne Status der psychiatrischen Zwangseinweisung	U62B	M
2003	19	U63	2003_U63A	Schwere affektive Störungen mit äußerst schweren oder schweren CC oder Alter > 69 Jahre ohne äußerst schwere oder schwere CC	U63A	M
2003	19	U63	2003_U63B	Schwere affektive Störungen, Alter < 70 Jahre ohne äußerst schwere oder schwere CC	U63B	M
2003	19	U64	2003_U64Z	Andere affektive und somatoforme Störungen	U64Z	M
2003	19	U65	2003_U65Z	Angststörungen	U65Z	M
2003	19	U66	2003_U66Z	Ess- und Zwangsstörungen	U66Z	M
2003	19	U67	2003_U67Z	Persönlichkeitsstörungen und akute psychische Reaktionen	U67Z	M
2003	19	U68	2003_U68Z	Psychische Störungen in der Kindheit	U68Z	M
2003	20	V60	2003_V60Z	Alkoholintoxikation und -entzug	V60Z	M
2003	20	V61	2003_V61A	Drogenintoxikation und -entzug mit CC	V61A	M
2003	20	V61	2003_V61B	Drogenintoxikation und -entzug ohne CC	V61B	M
2003	20	V62	2003_V62A	Störungen durch Alkoholmissbrauch und Alkoholabhängigkeit	V62A	M
2003	20	V62	2003_V62B	Störungen durch Alkoholmissbrauch und Alkoholabhängigkeit, ein Belegungstag	V62B	M
2003	20	V63	2003_V63Z	Störungen durch Opioidgebrauch und Opioidabhängigkeit	V63Z	M
2003	20	V64	2003_V64Z	Störungen durch anderen Drogengebrauch und Medikamentenmissbrauch und andere Drogen- und Medikamentenabhängigkeit	V64Z	M
2003	21	W01	2003_W01Z	Polytrauma mit maschineller Beatmung oder Kraniotomie	W01Z	O
2003	21	W02	2003_W02Z	Polytrauma mit Eingriffen an Hüftgelenk, Femur und Extremitäten einschließlich Implantation	W02Z	O
2003	21	W03	2003_W03Z	Polytrauma mit abdominellen Eingriffen	W03Z	O
2003	21	W04	2003_W04Z	Polytrauma mit anderen OR-Prozeduren	W04Z	O
2003	21	W60	2003_W60Z	Polytrauma, verstorben oder in eine andere Akutbehandlungseinrichtung verlegt < 5 Tage nach Aufnahme	W60Z	M
2003	21	W61	2003_W61Z	Polytrauma ohne signifikante Eingriffe	W61Z	M
2003	21	X01	2003_X01Z	Gewebetransplantation mit mikrovaskulärer Anastomosierung oder Hauttransplantationen bei Verletzungen der unteren Extremität	X01Z	O
2003	21	X02	2003_X02Z	Gewebetransplantation mit mikrovaskulärer Anastomosierung oder Hauttransplantationen bei Verletzungen der Hand	X02Z	O
2003	21	X03	2003_X03Z	Gewebetransplantation mit mikrovaskulärer Anastomosierung oder Hauttransplantationen bei anderen Verletzungen	X03Z	O
2003	21	X04	2003_X04A	Andere Eingriffe bei Verletzungen der unteren Extremität, Alter > 59 Jahre oder mit CC	X04A	O
2003	21	X04	2003_X04B	Andere Eingriffe bei Verletzungen der unteren Extremität, Alter < 60 Jahre ohne CC	X04B	O
2003	21	X05	2003_X05Z	Andere Eingriffe bei Verletzungen der Hand	X05Z	O
2003	21	X06	2003_X06A	Andere Eingriffe bei anderen Verletzungen mit äußerst schweren oder schweren CC	X06A	O
2003	21	X06	2003_X06B	Andere Eingriffe bei anderen Verletzungen ohne äußerst schwere oder schwere CC	X06B	O
2003	21	X60	2003_X60A	Verletzungen, Alter > 64 Jahre mit CC	X60A	M
2003	21	X60	2003_X60B	Verletzungen, Alter > 64 Jahre ohne CC	X60B	M
2003	21	X60	2003_X60C	Verletzungen, Alter < 65 Jahre	X60C	M
2003	21	X61	2003_X61Z	Allergische Reaktionen	X61Z	M
2003	21	X62	2003_X62A	Vergiftungen/Toxische Wirkungen von Drogen, Medikamenten und anderen Substanzen, Alter > 59 Jahre oder mit CC	X62A	M
2003	21	X62	2003_X62B	Vergiftungen/Toxische Wirkungen von Drogen, Medikamenten und anderen Substanzen, Alter < 60 Jahre ohne CC	X62B	M
2003	21	X63	2003_X63A	Folgen einer medizinischen Behandlung mit äußerst schweren oder schweren CC	X63A	M
2003	21	X63	2003_X63B	Folgen einer medizinischen Behandlung ohne äußerst schwere oder schwere CC	X63B	M
2003	21	X64	2003_X64A	Andere Krankheit, verursacht durch Verletzung, Vergiftung oder toxische Wirkung, Alter > 59 Jahre oder mit CC	X64A	M
2003	21	X64	2003_X64B	Andere Krankheit, verursacht durch Verletzung, Vergiftung oder toxische Wirkung, Alter < 60 Jahre ohne CC	X64B	M
2003	22	Y01	2003_Y01Z	Schwere Verbrennungen 3. Grades	Y01Z	O
2003	22	Y02	2003_Y02A	Andere Verbrennungen mit Hauttransplantation, Alter > 64 Jahre oder mit äußerst schweren oder schweren CC oder mit komplizierender Diagnose/Prozedur	Y02A	O
2003	22	Y02	2003_Y02B	Andere Verbrennungen mit Hauttransplantation, Alter < 65 Jahre ohne äußerst schwere oder schwere CC, ohne komplizierende Diagnose/Prozedur	Y02B	O
2003	22	Y03	2003_Y03Z	Andere Verbrennungen mit anderen Eingriffen	Y03Z	O
2003	22	Y60	2003_Y60Z	Verbrennungen, in eine andere Akutbehandlungseinrichtung verlegt < 5 Tage nach Aufnahme	Y60Z	M
2003	22	Y61	2003_Y61Z	Schwere Verbrennungen	Y61Z	M
2004	3	D13	2004_D13Z	Adenotomie und Parazentese (Myringotomie) mit Einlegen eines Paukenröhrchens	D13Z	O
2004	3	D14	2004_D14Z	Eingriffe bei Krankheiten und Störungen des Ohres, der Nase, des Mundes und des Halses, ein Belegungstag	D14Z	O
2004	3	D15	2004_D15A	Tracheostomie mit äußerst schweren CC	D15A	O
2004	3	D15	2004_D15B	Tracheostomie ohne äußerst schwere CC	D15B	O
2004	3	D16	2004_D16Z	Materialentfernung an Kiefer und Gesicht	D16Z	O
2004	3	D40	2004_D40Z	Zahnextraktion und -wiederherstellung	D40Z	A
2004	3	D60	2004_D60A	Bösartige Neubildungen an Ohr, Nase, Mund und Hals mit Strahlentherapie, Alter > 70 Jahre oder äußerst schwere CC	D60A	M
2004	3	D60	2004_D60B	Bösartige Neubildungen an Ohr, Nase, Mund und Hals mit Strahlentherapie, Alter < 71 Jahre ohne äußerst schwere CC	D60B	M
2004	3	D60	2004_D60C	Bösartige Neubildungen an Ohr, Nase, Mund und Hals ohne Strahlentherapie, mit äußerst schweren oder schweren CC	D60C	M
2004	3	D60	2004_D60D	Bösartige Neubildungen an Ohr, Nase, Mund und Hals ohne Strahlentherapie, ohne äußerst schwere oder schwere CC	D60D	M
2004	3	D61	2004_D61Z	Gleichgewichtsstörungen (Schwindel)	D61Z	M
2004	3	D62	2004_D62Z	Epistaxis	D62Z	M
2004	3	D63	2004_D63Z	Otitis media und Infektionen der oberen Atemwege	D63Z	M
2004	3	D64	2004_D64A	Laryngotracheitis und Epiglottitis, Alter > 6 Jahre oder CC	D64A	M
2004	3	D64	2004_D64B	Laryngotracheitis und Epiglottitis, Alter < 7 Jahre ohne CC	D64B	M
2004	3	D65	2004_D65Z	Verletzung und Deformität der Nase	D65Z	M
2004	3	D66	2004_D66Z	Andere Krankheiten an Ohr, Nase, Mund und Hals	D66Z	M
2004	3	D67	2004_D67Z	Erkrankungen von Zähnen und Mundhöhle, ohne Zahnextraktion und -wiederherstellung	D67Z	M
2004	3	D68	2004_D68Z	Krankheiten und Störungen an Ohr, Nase, Mund und Hals, ein Belegungstag	D68Z	M
2004	4	E01	2004_E01A	Große Eingriffe am Thorax mit äußerst schweren CC	E01A	O
2004	4	E01	2004_E01B	Große Eingriffe am Thorax ohne äußerst schwere CC	E01B	O
2004	4	E02	2004_E02A	Andere OR-Prozeduren an den Atmungsorganen mit äußerst schweren CC	E02A	O
2004	4	E02	2004_E02B	Andere OR-Prozeduren an den Atmungsorganen ohne äußerst schwere CC	E02B	O
2004	4	E03	2004_E03Z	Brachytherapie bei Krankheiten und Störungen der Atmungsorgane	E03Z	O
2004	4	E40	2004_E40A	Krankheiten der Atmungsorgane mit maschineller Beatmung mit äußerst schweren CC oder ARDS	E40A	A
2004	4	E40	2004_E40B	Krankheiten der Atmungsorgane mit maschineller Beatmung ohne äußerst schwere CC, ohne ARDS	E40B	A
2004	4	E41	2004_E41Z	Frührehabilitation und Geriatrische Komplexbehandlung bei Krankheiten und Störungen der Atmungsorgane	E41Z	A
2004	4	E60	2004_E60Z	Zystische Fibrose (Mukoviszidose)	E60Z	M
2004	4	E61	2004_E61A	Lungenembolie mit äußerst schweren oder schweren CC	E61A	M
2004	4	E61	2004_E61B	Lungenembolie ohne äußerst schwere oder schwere CC	E61B	M
2004	4	E62	2004_E62A	Infektionen und Entzündungen der Atmungsorgane mit äußerst schweren CC	E62A	M
2004	4	E62	2004_E62B	Infektionen und Entzündungen der Atmungsorgane mit schweren CC	E62B	M
2004	4	E62	2004_E62C	Infektionen und Entzündungen der Atmungsorgane ohne äußerst schwere oder schwere CC	E62C	M
2004	4	E63	2004_E63A	Schlafapnoesyndrom	E63A	M
2004	4	E63	2004_E63B	Schlafapnoesyndrom, ein Belegungstag	E63B	M
2004	4	E64	2004_E64A	Lungenödem und respiratorische Insuffizienz mit äußerst schweren CC	E64A	M
2004	4	E64	2004_E64B	Lungenödem und respiratorische Insuffizienz ohne äußerst schwere CC	E64B	M
2004	4	E64	2004_E64C	Lungenödem und respiratorische Insuffizienz, ein Belegungstag	E64C	M
2004	4	E65	2004_E65A	Chronisch-obstruktive Atemwegserkrankung mit äußerst schweren CC	E65A	M
2004	4	E65	2004_E65B	Chronisch-obstruktive Atemwegserkrankung ohne äußerst schwere CC	E65B	M
2004	4	E66	2004_E66A	Schweres Thoraxtrauma mit äußerst schweren oder schweren CC	E66A	M
2004	4	E66	2004_E66B	Schweres Thoraxtrauma ohne äußerst schwere oder schwere CC	E66B	M
2004	4	E67	2004_E67A	Beschwerden und Symptome der Atmung mit komplexer Diagnose	E67A	M
2004	4	E67	2004_E67B	Beschwerden und Symptome der Atmung ohne komplexe Diagnose	E67B	M
2004	4	E68	2004_E68A	Pneumothorax mit äußerst schweren CC	E68A	M
2004	4	E68	2004_E68B	Pneumothorax ohne äußerst schwere CC	E68B	M
2004	4	E69	2004_E69A	Bronchitis und Asthma bronchiale, Alter > 55 Jahre oder äußerst schwere oder schwere CC	E69A	M
2004	4	E69	2004_E69B	Bronchitis und Asthma bronchiale, Alter < 56 Jahre ohne äußerst schwere ohne schwere CC	E69B	M
2004	4	E69	2004_E69C	Bronchitis und Asthma bronchiale, ein Belegungstag	E69C	M
2004	4	E70	2004_E70Z	Keuchhusten und akute Bronchiolitis	E70Z	M
2004	4	E71	2004_E71A	Neubildungen der Atmungsorgane mit Strahlentherapie	E71A	M
2004	4	E71	2004_E71B	Neubildungen der Atmungsorgane ohne Strahlentherapie, mit äußerst schweren CC	E71B	M
2004	4	E71	2004_E71C	Neubildungen der Atmungsorgane ohne Strahlentherapie, ohne äußerst schwere CC	E71C	M
2004	4	E71	2004_E71D	Neubildungen der Atmungsorgane, ein Belegungstag	E71D	M
2004	4	E72	2004_E72A	Störungen der Atmung mit Ursache in der Neonatalperiode	E72A	M
2004	4	E72	2004_E72B	Störungen der Atmung mit Ursache in der Neonatalperiode, ein Belegungstag	E72B	M
2004	4	E73	2004_E73A	Pleuraerguss mit äußerst schweren CC	E73A	M
2004	4	E73	2004_E73B	Pleuraerguss ohne äußerst schwere CC	E73B	M
2004	4	E74	2004_E74A	Interstitielle Lungenerkrankung mit äußerst schweren oder schweren CC	E74A	M
2004	4	E74	2004_E74B	Interstitielle Lungenerkrankung ohne äußerst schwere oder schwere CC	E74B	M
2004	4	E75	2004_E75A	Andere Krankheiten der Atmungsorgane mit äußerst schweren CC	E75A	M
2004	4	E75	2004_E75B	Andere Krankheiten der Atmungsorgane ohne äußerst schwere CC	E75B	M
2004	4	E76	2004_E76A	Tuberkulose mit äußerst schweren CC	E76A	M
2004	4	E76	2004_E76B	Tuberkulose ohne äußerst schwere CC	E76B	M
2004	5	F01	2004_F01Z	Neuimplantation Kardioverter / Defibrillator (AICD), komplettes System, Dreikammerstimulation	F01Z	O
2004	5	F02	2004_F02Z	Aggregatwechsel eines Kardioverters / Defibrillators (AICD)	F02Z	O
2004	5	F03	2004_F03A	Herzklappeneingriff mit Herz-Lungen-Maschine mit invasiver kardiologischer Diagnostik, Alter < 17 Jahre oder äußerst schwere oder schwere CC	F03A	O
2004	5	F03	2004_F03B	Herzklappeneingriff mit Herz-Lungen-Maschine mit invasiver kardiologischer Diagnostik, Alter > 16 Jahre ohne äußerst schwere ohne schwere CC	F03B	O
